tweet_id	tweet
1327109257544785920	Лучшее средство от спазмов - приседать🤷🏻‍♀️больше ничего не помогает, лекарства я не употребляю, кроме парацетамола конечно🌚
376968940435406848	@planca одеялко, чай, лимончик, парацетамол, если температура большая, одеваться, вот это всё
428141350480277506	-Как ты мог позволить сестренке заболеть гриппом  ? -А я что арбидол?
235058689332092930	@hey_Bina от температуры парацетамол, он ее собьет, но не вылечит тебя. что у тебя болит кроме температуры?)
261418143912701952	@R1n_Okumura ремантадин, флуимуцил, арбидол - лечат. парацитамол - чтоб температуру сбить. санорин - от насморка.
533898002327273472	Болеть грустно, зато упаковка Арбидола классно блестит.
984322495951114240	Сбил температуру парацетамолом с 38,7 до 35,5.
1291166977982173198	@machhete @medulla_ossium @dog0_sd От гриппа есть препараты с доказанной эффективностью. Но если арбидолом лечитесь, то все понятно
1060472056062664706	Принял парацетамол минут 15 назад. Так болеть / недомогать наверно дня 3 буду.
602011336479010816	@pavel_urusov ради эксперимента попробуй Ибуклин. Парацетамол+Ибупрофен оказывают дивный эффект. Я умудрялся задавить мигрень в зародыше
373339754613723136	Потому что с мелкой температурой я жрал только чуть-чуть парацетамола.  И вообще, температуру до 38 с хером не сбивают.
264824853834657792	@navalny 1) Витамины. 2) Ацетилсолициловая кислота. 3) Если жар сбиваем парацетамолом. Все это кроме 1 без фанатизма.
205006771922800643	@chalfey брызгать в нос ксимелин, пить чай с мёдом или малиной. Температура есть - колдрекс или иной парацетамол.
1224446201690374150	Пиздец, походу температура поднялась, держу в курсе Съела парацетамол, с богом
590934804604067840	Вы знали, что кошмары и галлюцинации-это редчайшие побочки у ципролета? И все у меня
830439981533523969	@lifenews_ru а как же  Арбидол? Его активность против гриппа, не доказана.
1301075420482285568	@Mad_Huckleberry Блин, бедняга! Поправляйся🍀 а температуру сбивай парацетамолом только, ну на всяк 😅
797362518725455872	Температура 39,а парацетамол пить нельзя😂 отличный субботний день 👌🏻💪🏻
710931320138936320	Анекдот в тему для Polina Moginskaya - Миша, зря ты ментам парацетамол продал! - Погоди, а шо ж я тогда от простуды выпил?
1241479211753373697	@dvm_Moscow Да, очень подробно. Нож в горле, парацетамол и вуаля)
383172510956920832	@vladislavovnaa мне только парацетамол сбивает высокую темп:( лечись!!!!!
1264892201605238786	@GalushchenkoJ зачем вообще пить парацетамол при температуре ниже 38 🙄
26810913915	@i_want_yoda арбидол 200 мг через каждые 6 часов в течение 5 дней и терафлю когда поднимается температура
164280739536449536	Поправляюсь слава богу. Аспирин+Парацетамол+чай с медом+ipad+кровать=Простуда и грипп проходят за 2 дня!))) #Flu #Простуда
1045442300955037696	Температура, здарова ебать @Loqiemean , @iloverochev , завтра со сцены кидайте парацетамол вместо воды плез, а то я прям там коней двину
339381779108597760	сто лет не заболевала, срочно закидываюсь парацетамолом и стараюсь не дышать о_о нет-нет-нет, только не простуда!
827124289774161921	@ARTEM_KLYUSHIN Ударная доза витамина С с парацетамолом, как минимум тройная. И тут же тиоцетам для профилактики.
224097231240839168	@tserberdog @AlyonaAlv7 парацетамол - универсально) у нее температура высокая и знобит немного, а мама всегда говорила что не надо)
141832359237525505	На очередное мое чихание,кабинет напрягся..да пью я арбидол,пью!
1130107657833078784	Жизнь после 35: наклонилась над раковиной чистить зубы. Чихнула. Третий день на диклофенаке. Updated: от диклофенака начал болеть желудок. Завтра др, а я не хочу больше годиков. Я хочу мышьяку
566232936815796224	Из-за почти постоянной высокой температуры я скоро парацетамол буду пачками жрать. Вылечите меня уже кто-нибудь, у меня больше нет сил.
841681184602112001	@navalny Этот грипп называется алкогольный запой. Кагоцелом  и арбидолом не лечится!
1284754222513364992	у меня раскалывается голова тошнит и я умираю иду пить парацетамол
213214328818638848	температура 38,1. парацетамол, спасай меня.
296270682709446656	главное не заболеть, а то вечером меня начинает знобить, арбидол в помощь)
248707193073971201	Чрезмерное употребление обезболивающих (аспирин, парацетамол, НПВС и триптаны) может само по себе стать причиной головных болей.
832155811531124736	@ohmywendybrandy там же основной действующий компонент парацетамол  я им температуру сбить пыталась
298460678795190272	@beslanu @Samu_Ella а я все тоже самое + терафлю и арбидол,надеюсь полегчает.у тебя температура ?
1073855893786292224	Всю ночь на парацетамоле и с температурой 39
1273489717665902592	Это вкус парацетамола и температура 38+ перед экзаменом
1302648990392033281	мама дала мне парацетамол, надеюсь моя температура(которая скорей всего есть) спадёт и завтра меня пустят в школу😃
31232762153279488	у нас в семье заболели все кроме меня кроме меня. в аптеках ни парацетамола ни аспирина не продают! кому выгодна эпидемия гриппа?
273408784406310914	я щас сдохну.температура 38,4.обрыскала все,парацетамола нет.класс.мама придет в 22.00 #жизньболь
724475204324438017	Ребят, как сбить температуру? Парацетамол и тряпочка не помогают..
1315973521198194691	@mkomsomolets И Авифавир - препарат для лечения коронавирусной инфекции , также негативно влияет на репродуктивную функцию.
1318528473749704709	@d_razorenov @of_hedwig разговор идёт про заголовок статьи про воздействие арбидола на вирус гриппа. не тупи.
1315331873690783754	Арбидол и кубометр дров - что еще надо пенсионеру, чтобы спокойно встретить пандемию?
20115318030475264	@KaterinaTi Можно еще арбидола или других противовирусных пропить, хотя бы в профилактических целях для повышения иммунного статуса.
843053280070684673	ХОЧУ ЖРАТЬ СПАТЬ И ПАРАЦЕТАМОЛ
1329345860778356736	@kittylordvader У нас нет левофлоксацина. Остальное есть. У меня у самой дико болит спина. И это не хрндроз
557751167162544128	:оломуцин, что уменьшает количество астроцитов и может способствовать регенерации аксонов, рибавирин, который уменьшает количество активных
29011203949	Парацетамол 500мг, изменений пока нет, слабость, апатия
105477263717449728	болит голова, взял у Кати парацетамол. Выпил. Сел, закрыл глаза, ровно подышал. Не помогло. Пью кофе
727228976414892032	Не могу уснуть уже три часа, потому что никак не спадает температура даже после парацетамола, мне уже идти вырывать умиральную яму?
373443550337191937	кажется температура спала) пару таблеток парацетамола творят чудеса!)
1326287022429007877	прошли сутки; пол-лица распухло и болит, в холодильнике амоксициллин, ибупрофен и парацетамол с кодеином, всё идёт по плану
1223272404400640001	А почему у Голиковой такой горем убитый и уставший голос? Она сутками не спит что ли, все арбидол свой втюхивает всем?
750006938889400320	Ученые: Парацетамол при беременности увеличивает риск аутизма у мальчиков - НеваИнфо  |
591198073847701504	боляч! чем ты лечишься от гриппа? сожрал уже пачку парацетамола, не помогает.
392586100851879938	Жалко Онищенко. Был по-русски колоритным министром. Птичий грипп и арбидол ассоциируется только с ним((
1307604114440945665	@Alina_Angalson Ну потому стало 37.7 я выпила парацетамола температура упала до 36.3 а сейчас 37.2
881462250816647168	Короче с болью я могу бороться и нурофеном, и дексалгином, и найсом, и даж уколами, НО ТОЛЬКО НЕ ПАРАЦЕТАМОЛ СУКА
1247487463792283649	Если мне захочется для профилактики немножко убить печень, я выпью виски, зачем мне парацетамол
1043811297580716033	@Rozik_M Арбидол, амброгексал, ренгалин, эуфилин, мевалсен, магний и глицин Я прост нимног нервный сейчас
301617087133126656	@levashove ах ты зайчичек! Зачем же парацетамол,он ток температуру сбивает и УСЁ.
603888436056092672	@samborskaya_ душа болит, где мой парацетамол ?
1097413902059687936	По-моему парацетамол помог, полегче стало  Ну затылок ещё горит и аппетит не появился, но хотя бы не морозит и не тошнит
135814746090901506	@Shadowdancerrr анальгин, парацетомол, арбидол, ринза при первых симптомах простуды просто засыпаю горстью в глотку, заливаю кипятком и ок!
1136531772513095680	@ahh_care Ношпа не работает, а вот на парацетамол может вылезти аллергия, ы
481146469597323264	@katyabutenko @romaklimenko @dimm просто чай с вареньем ускорит детоксикацию, а арбидол - это непонятная хрень с непроверенным эффектом.
1326458865328812033	Спасибо ламотриджину за утреннюю тяжесть в животе и потерю аппетита 👍
204635244014477312	@meteoby при повышенной температуре нужно принимать парацетамол, а иначе у человека начинается бред! К ботам это не относится. :)
266202219194486785	температура. и как всегда моего друга, парацетамола, нет в аптечке. збс.
155145847611457536	На майском совещании 2010 года в Минздраве ответом свиному, птичьему и прочим разн. гриппа был признан  арбидол  Собеседник, 26.01.2010
147793856707039232	@k0shk ну я не пью всякие растворимые пакетики в которых 90% парацетамола и не сбиваю температуру, пока она не дошла до 38.
639470142670438400	Ненавижу мед.сестер. я час просила градусник, пока сама не взяла, она не дала. Давление так и не померила. Просто дала парацетамол. И все
151652415161118720	я не верю, чтобы чей-то небольшой чих  в метро мог свалить меня в постель к концу года. Этого просто не произойдет. *Где там Арбидол?*
460490674245476353	@juliyvchirkov Тут знаешь как: у соседа понос, а я арбидолом затарен, меня хворь обойдет. Коллективизмом не пахнет. Есть же и там политшлюхи
270639845926383619	@achekhova кормящим при высокой температуре нужен парацетамол, мне врач назначила) поправляйтесь!
22690754475	@Taisika много пей и налягай на парацетамол. Лучше всего на Фервекс. Вирусные заболевания не задушить таблетками. Их должен убивать организм
1236505508229636096	@angelxcxa Что там при ознобе пьют. Парацетамол?
103250603240722432	@navalny Ответ на DRACO академиков из ЕдРо: добавка в арбидол суперочищенного шунгитом витамина Ц и выпуск препарата в растворимой форме.
1249720286557220864	@ntvru Дайте угадаю состав - парацетамол, имбирь, лимонная кислота, целлюлоза?
547452068634828802	@immoralfool мне помогали,температура была 39,но я еще и терафлю пила или парацетамол
575272045136609280	Парацетамол может увеличить риск сердечно-сосудистых заболеваний: Жаропонижающее с сердечно- и почечнонедостаточным эффектом. #topnews
288875503564255232	@4to_za против ОРВИ ? А есть хоть одно международно признанное клиническое исследование? Или как Арбидол.
831383567242579969	местные врачи ау, если ломает и уже конкретно. температура пока 36 8. можно парацетамол выпить?а то на работе пока больше ничего не нашел
461169760089419776	39,5. Регидрон, парацетамол, нурофен, левомицетин, смекта и еще какая-то трудно запоминаемая хрень.
1249841260493451264	@dzdmos  Спасибо за совет следить за температурой, и обильно пить, нуроыен, парацетамол, позвонил в скорую называется
307096830565572609	Можно ли простуду лечить цитрамоном? Основной состав парацетамол и аспирин.
182073749472944128	Хаха, вот же мразишь, у меня мозги варятся от температуры, язык заплетается, встать не могу, парацетамол почти не помогает :(
161065872390242304	Рубрика Me iz whining: Пью по 5 г парацетамола в день, а t не падает вот ваще. А завтра на работу. =_=
1297166834752540673	@photo_na_tapok 🤔. Как минимум хорошую дозу витамина С и что-то от головной боли с парацетамолом
1195268323329675265	@LAoFjDCK1wpD2T8 У горячей штучки, кажется, температура, парацетамол в студию)))
562385567691055105	О тот прекрасный момент, когда выпьешь парацетамола, голова перестанет болеть, снова почувствуешь свои руки, божественный приток крови.
554647828640063488	«Ибуклин» —шикарная хрень от головной боли! Уже третий раз возвращает меня из ада. Рецепт прост: парацетамол+ибупрофен, работают в синергии
1330054377491619843	@canella_wolf Попробуй все таки немного сбить температуру. Даже 2 таблетки парацетамола могут помочь. Выздоравливай
423707591240593408	Уровень парацетамола в организме превышает все допустимые нормы. На нём, как на наркоте, зависла. Чтоб хоть как-то держаться)))
885983004337856516	@DShidlovsky Да щас все повально при орви выписывают либо сахарок с арбидолом, либо антибиотики когда уже serious shit и надо лечить.
151910213526618113	@AttelaxiM чего у тебя от гриппа есть? Арбидол или тамюфлю лучше всего, только пить надо по инструкции
614324414226825216	Как деб на витаминках и парацетамоле От жары голова болит Хоть и дома целый день
1199266743602028544	мне хочется откусить лицо тем кто заставляет вещать в больнице рекламу фуфломицинов, например, от энцефалита арбидол, вы ебанутые?????
258972806044327936	@around84 чтобы вылечить горло и простуду, есть другие средства. Антибиотики и парацетамол только в самых крайних случаях!
291918219629973506	@ssh4net не, ты быстрее умрешь от печеночной недостаточности с парацетамолом чем от почечной :D
187470093675016192	"Чувствую температуру, явно не 36,6, где мой ""арбидол 3D""?"
46190190934499328	Как же хреново болеть.  На земляном валу куча аптек и везде от простуды только арбидол.
873228791891492866	Вчера перед сном была температура 39, после парацетамола 37 С утра ничего не было, но нереально адово болит горло.Говорю как полумертвая😅😭
1309744344719556609	@Marry_applepie парацетамол и ацц в основном🤡 ещë были какое-то от боли в суставах🤔
1036960717017153536	Блен, температура ниже 37.8 не спадает. Сколько ещё парацетамола мне надо сожрать?
236347546421821440	Я выпила парацетамол, вставила свечу вольтарена и боль исчезла, поспала нормально и пока еще не болит. И все за 190 рублей) Обожаю фармацию)
1066619728339169281	спрашиваешь про осложнения тк возраст не детский а тебе говорят ну температуру парацетамолом сбей ес ч
825443130593927172	заржать темп под 39 парацетамолом и поехать в бар МОГУ УМЕЮ
986251219739074560	Вообще не могу сосредоточиться, плющит адски. Парацетамолом что ли закинуться.
108910672984809472	Неожиданно заболела:( Свалилась с сильной болью у переносицы и температурой. WTF? Вызывала врача, сказал пить Арбидол. А вам он помогает?
30919343705423872	Болезни косят- все в соплях Может вместо голенького арбидола пояльники продавать и выжигать сопли железом
308836079132348416	@_DashaD_ так-с, чтоб в больницу пошла, не медля. от температуры помогает парацетамол или ринзасип,пей побольше,можно с малиной чай от горла
16423377567	кстати, уже 3ие сутки сижу дома с температурой. Ниже 38 не опускается. Парацетамол\упса\имбирь и т.п. уже вызывают рвотные позывы
1207537525155336192	@windrunner344 Не жри парацетамол в попытке лечить простуду/грипп ну пожалусто((
867749303372173312	не знаю когда этим детям придёт конец, но мне после этих бургеров пришлось срочно принять парацетамол и лекарство от изжоги :3
963096578943848450	@Zvezda_Adelaida @Lanik_Sky я от головной боли пью парацетамол. Иначе не выжить
211543604571803648	Погулялось хорошо, даже ноги успела помыть вместе с балетками в потоках уличных рек. Сейчас парацетамол и спать! Всем приятных сновидений!)
261171378093453313	Ты победила бородавки парацетамолом, хотя он был не настоящий АХАХАХАХАХАХАХАХАХА СУКА #2brokegirls
816961086461247488	температура у меня маленькая, так что лекарства с парацетамолом отпадают, остаются антибиотики
540597718843150336	Парацетамол или цитрамон - это моя вечная проблема выбора! Я ни когда не запомню, что из них для головы, а что для температуры!
1243987065060184064	Те, кто не могут найти в аптеках парацетамол (кстати, у нас уже появился дешевый) берите анальгин, он еще лучше сбивает температуру.
6005321348	ТыдЩ.  ДР был вчера. Под температуру в 39 гр. прошел с гигом и улюлюканиями Арбидол весх спасет. Так обещали.
609257392912601089	Два парацетамола и одно антивирусное на ночь + 12,5-часовой сон = самочувствие атлета. Еще бы кашель отпустил, было бы вообще чудно.
178528643537059840	@It_may_be_me Ооо. Жесть! У меня кашель сильный пока что, насморк и завтра последний день азитромицина. думаю не приду
1327184019671412736	Просто пипяо. Я заболела и у меня фигачит темпа 39, а у меня нет парацетамола, ЗАШИБИСЬ☠️
9929631406759936	@Kamskaya ударной дозой витамина С :) лимон, аскорбинка и тп + парацетамол при температуре и на след день жить легче :) Выздоравливай! ;)
241953789848977408	а потом сообразил - я пью риниколд от своего насморка и температуры, так там парацетамол - а я с него всегда сплю
6208418478	38,3 - в кабинете у терапевта через час 36,6, оО подумал на парацетамол - пришел домой - опять 38,3. Думаю, у кого градусник барахлит.
840956136576692224	Голова болит пиздец  Ни анальгин, ни цитромон, ни парацетамол не помогают
1233981707348566016	@boatmans_call @tgmka @Loly_girl @zakirskiy @A_Kapustin Парацетамол просто в воде не растворим, поэтому сильно бьет по печени
281434076253143040	@golden_ticket89 парацетамол - жаропонижающее. ну и заодно слегка обезболивает. все.
168377547481034752	Увидел в аптеке Арбидол 3D - это что-то новенькое. Видать, для окончательного размягчения мозгов.
1063207184031469568	@SiliconBangalor @alexas Ну если температуры нет нихуя, то и парацетамол не особенно поможет. Не? От него же сонливость одна, да дрист.
1265103928447897605	ВОЗ приостанавливает испытания гидроксихлорохина для лечения коронавируса
480334648795348992	ура, мне наконец-то продали амоксициллин. Может быть, я не умру от простуды в центре Москвы 21 века.
858275807403401216	литр пива снимает боль лучше, чем парацетамол
1290874406907117568	@br020201 еще можно Арбидол-new под видом вакцины от коронавируса, испытанной на 20 солдатиках
244742879711481856	@kafka_chan эээ, из-за 37,3? Парацетамол бы выпил и все.
1149009137495433217	@Vitalinapuf Температура это не причина)) два парацетамола 500 мг и все ок. Только спиртное низзя!
844880014655049728	Ненавижу когда мои друзья кашляют рядом со мной ВАМ НЕЛЬЗЯ БОЛЕТЬ ВЕЧНО БОЛЕТЬ - ЭТО МОЯ ЧЕРТА, А ВЫ ЖРИТЕ АРБИДОЛ И ПЕЙТЕ ЧАЙ
286801513676931073	Терафлю, арбидол, антигриппин, парацетамол? Что их этого мне надо? У меня кашель, насморк, болят мышцы и голова и жуткая вялость.
1280876428792340482	Минздрав РФ одобрил новый препарат от коронавируса «Коронавир» который разработала компания «Р-Фарма»  Это уже третий одобренный препарат
281641955769847809	@doctorads терафлю - это парацетамол с димедролом. К тому же температура не на такая высокая что бы её сбивать((
981865127665455104	@paradisegays Один фиг и там и там содержится вещество парацетамол. Поэтому без разницы чего пить, но все же просто от боли Цитрамон 🤕
109256157658484737	Ни за что больше не буду пить колдрекс. Если пососветуете от простуды что-то без парацетамола буду признательна))
314840482314330113	@AnnaDeer пей арбидол. Он реально помогает. В терафлю основной действующий компонент - парацетамол, снимает температуру.
673890878843437056	@Sajneks Пей де-нол или висмут, метронидазол, омепразол, амоксициллин.. Типичная схема лечения язвы
423706310610538496	@KlaraBarysheva 4-й день так уже. Уж лучше заболеть нормально, чем вот так - хер знает что такое. Гашу температуру парацетамолом. Спасибо :*
1243073330040668160	"@Archy_A Азитромицин, прием в том числе ""для профилактики""? Это прямо так и написано в протоколе у итальянцев?"
847130628260839426	Жесть! Я выпила парацетамол, но температура все еще поднимается!!! Еееее рооооок Bottom
757392534305902592	В САМОМ НАЧАЛЕ ОТ ПАРАЦЕТАМОЛА СДОХНУТЬ НЕ МОГ ПИЗДЕЦ
433296972930641921	@InessaLJoukova В саду четвертинку аспирина. (Он почти всё выплюнул). Дома нурофен. Потом, когда t опять поднялась - детский парацетамол.
241953315351560192	@valik063 вчера пробовала аналогично - ношпа, парацетамол, телфаст. Действительно, сбило прилично, но меньше 37.5 все равно не падает:(
704717684139827200	Арбидол, конечно, поможет при гриппе, если только нажраться чесноку😏
1281276888900608001	"Темп39: пробный автопилот компании ""Ангина"" включён. Чтобы отключить функцию, примите парацетамол."
861287461099642880	@PetrAndreevich Парацетамол я выпила и без врача) отпускает на пару часов, потом опять поднимается на 39
327523644693700608	@GalyginVadim температуру парацетамолом, пей много жидкости, выздоравливай!!!
1290643322453843979	🤤делишес🤤 меню на сегодня в честь месячных, тошноты и температуры: 1. вода 2. парацетамол 3. сладкое какао 4. ОК 5. еще вода
513262313319976960	Одновременный прием аллопуринола во время исцеления амоксициллином может наращивать возможность аллергических реакций со стороны кожи.
485625061966381056	Сочетание «Коделак»+»Парацетамол» постепенно вытаскивают меня из пучины кашля. Даже немного непривычно
841741210305847297	@heechumi давно пора  что болит? Парацетамол хотя бы пьёшь чтобы температуру сбить?
331434039187763200	@GiNaRi____ полощи его травяными экстрактами, пей чай с медом и лимоном, скушай парацетамол и еще че-нть от простуды. и выздоравливай.
172586079671689217	@romanvorkuta Я не знаю, я пью Амоксициллин. Результат есть. На утро от температуры, соплей кашля и горла осталось только горло.
449255540213170176	все спать, а меня не отпустит формула парацетамола.
75109094951895040	Парацетамол, цитрамон, кетанов и ибупрофен надо чередовать, иначе боль привыкает к одному виду таблеток и не отпускает.
1160947240762052613	@talioshi Еще парацетамол, мин, пенталгин, но последнее вызывает привыкание
1304469537140756481	@downthetop парацетамол,  альбом случае, Костя или орз
417904562226229249	@DevsiaClancyArt я ГРИПГО выпил с утра, а там оказывается парацетамол содержится, 500 мг
316149388596637696	@tatianaglobal1 Сама не понимаю((Ходила,и вдруг как стержнем пронзило.А ты старайся и там максимально теплого питья.Арбидол принимаешь?
1301610010154348545	Это продолжалось 2 дня, Джонни, как я люблю вкус арбидол поутру  Зуб, кстати, даже не подавал признаков, что наши отношения подходят к концу
927960600944238598	@KeyjiShemale Если ВИЧ+ пациент на АРВТ с нагрузкой ноль, а партнёр ВИЧ- будет принимать профилактическую дозу АРВТ (Калетра)
279080569151836161	@Auryny парацетамол, аспирин, если высокая температура. витамины.
750004927347367936	Парацетамол приводит к аутизму и гиперактивности #женщине
1302630803390771201	@BRENTAndRUBLe Азитромицин пейте чтобы в пневмонию не перешло.
531947064171966465	@valtsman @radiowestin парацетамолом надо, его даже в сиропы от кашля добавляют, чтоб не упарывались
240731692699111425	"В Западном военном округе каждый солдат пройдет курс профилактики гриппа ""Арбидолом"". Его закупили на 26 млн руб."
1102164502404100096	Хмм, круто, что от передозировки практически любого препарата можно отбросить ноги. А парацетамола у меня всегда в достатке
390057047275749377	@aka_mirtl можно сбивать температуру ацетилсалициловой кислотой? Недавно намекнули, что лучше парацетамолом. Почему?
352494476498976768	@pora_vzroslet  таблетка аспирина+таблетка парацетамола,говорят быстро снижает температуру.
542016974675804161	Почему меня от обычного обезболивающего штормит так, будто я под каким-нибудь велафаксом
8573227818	Сформулировал для себя: свиной грипп — вирусная рекламная кампания Арбидола.
